Season,Date,Game Type,Team,Opponent,Arena,City,State,Attendance,game_date,attendance
2005,"July 29, 2005",Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,5723,2005-07-29,5723
2005,"July 29, 2005",Regular season,Sacramento Monarchs,Los Angeles Sparks,ARCO Arena,Sacramento,CA,7502,2005-07-29,7502
2005,"July 29, 2005",Regular season,Seattle Storm,Charlotte Sting,KeyArena,Seattle,WA,8213,2005-07-29,8213
2005,"July 30, 2005",Regular season,Connecticut Sun,Detroit Shock,Mohegan Sun Arena,Uncasville,CT,8401,2005-07-30,8401
2005,"July 30, 2005",Regular season,Houston Comets,San Antonio Silver Stars,Compaq Center,Houston,TX,7045,2005-07-30,7045
2005,"July 31, 2005",Regular season,New York Liberty,Indiana Fever,Madison Square Garden,New York,NY,11381,2005-07-31,11381
2005,"July 31, 2005",Regular season,Detroit Shock,Phoenix Mercury,Palace of Auburn Hills,Detroit,MI,11130,2005-07-31,11130
2005,"July 31, 2005",Regular season,Sacramento Monarchs,Minnesota Lynx,ARCO Arena,Sacramento,CA,5708,2005-07-31,5708
2005,"July 31, 2005",Regular season,Seattle Storm,Los Angeles Sparks,KeyArena,Seattle,WA,10097,2005-07-31,10097
2005,"August 2, 2005",Regular season,New York Liberty,Connecticut Sun,Madison Square Garden,New York,NY,9498,2005-08-02,9498
2005,"August 2, 2005",Regular season,San Antonio Stars,Sacramento Monarchs,AT&T Center,San Antonio,TX,6310,2005-08-02,6310
2005,"August 2, 2005",Regular season,Washington Mystics,Charlotte Sting,Verizon Center,Washington,DC,7655,2005-08-02,7655
2005,"August 2, 2005",Regular season,Houston Comets,Detroit Shock,Compaq Center,Houston,TX,5225,2005-08-02,5225
2005,"August 3, 2005",Regular season,Phoenix Mercury,Minnesota Lynx,US Airways Center,Phoenix,AZ,5865,2005-08-03,5865
2005,"August 4, 2005",Regular season,Charlotte Sting,Sacramento Monarchs,Time Warner Cable Arena,Charlotte,NC,4030,2005-08-04,4030
2005,"August 4, 2005",Regular season,Indiana Fever,Seattle Storm,Conseco Fieldhouse,Indianapolis,IN,9290,2005-08-04,9290
2005,"August 5, 2005",Regular season,San Antonio Stars,Los Angeles Sparks,AT&T Center,San Antonio,TX,9000,2005-08-05,9000
2005,"August 5, 2005",Regular season,Phoenix Mercury,Houston Comets,US Airways Center,Phoenix,AZ,7731,2005-08-05,7731
2005,"August 6, 2005",Regular season,Charlotte Sting,Detroit Shock,Time Warner Cable Arena,Charlotte,NC,5696,2005-08-06,5696
2005,"August 6, 2005",Regular season,New York Liberty,Seattle Storm,Madison Square Garden,New York,NY,11226,2005-08-06,11226
2005,"August 6, 2005",Regular season,Indiana Fever,Connecticut Sun,Conseco Fieldhouse,Indianapolis,IN,9370,2005-08-06,9370
2005,"August 7, 2005",Regular season,Minnesota Lynx,Los Angeles Sparks,Target Center,Minneapolis,MN,8828,2005-08-07,8828
2005,"August 7, 2005",Regular season,Detroit Shock,New York Liberty,Palace of Auburn Hills,Detroit,MI,8941,2005-08-07,8941
2005,"August 7, 2005",Regular season,Washington Mystics,Indiana Fever,Verizon Center,Washington,DC,8794,2005-08-07,8794
2005,"August 7, 2005",Regular season,Sacramento Monarchs,Houston Comets,ARCO Arena,Sacramento,CA,7471,2005-08-07,7471
2005,"August 9, 2005",Regular season,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,Uncasville,CT,7575,2005-08-09,7575
2005,"August 9, 2005",Regular season,Detroit Shock,Charlotte Sting,Palace of Auburn Hills,Detroit,MI,6303,2005-08-09,6303
2005,"August 9, 2005",Regular season,Minnesota Lynx,San Antonio Silver Stars,Target Center,Minneapolis,MN,6009,2005-08-09,6009
2005,"August 9, 2005",Regular season,Seattle Storm,Houston Comets,KeyArena,Seattle,WA,9470,2005-08-09,9470
2005,"August 10, 2005",Regular season,New York Liberty,Los Angeles Sparks,Madison Square Garden,New York,NY,11317,2005-08-10,11317
2005,"August 11, 2005",Regular season,Washington Mystics,Connecticut Sun,Verizon Center,Washington,DC,6664,2005-08-11,6664
2005,"August 11, 2005",Regular season,Detroit Shock,Minnesota Lynx,Palace of Auburn Hills,Detroit,MI,8845,2005-08-11,8845
2005,"August 11, 2005",Regular season,San Antonio Stars,Indiana Fever,AT&T Center,San Antonio,TX,6629,2005-08-11,6629
2005,"August 12, 2005",Regular season,Charlotte Sting,New York Liberty,Time Warner Cable Arena,Charlotte,NC,5120,2005-08-12,5120
2005,"August 12, 2005",Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,6352,2005-08-12,6352
2005,"August 12, 2005",Regular season,Phoenix Mercury,Sacramento Monarchs,US Airways Center,Phoenix,AZ,7512,2005-08-12,7512
2005,"August 13, 2005",Regular season,San Antonio Stars,Detroit Shock,AT&T Center,San Antonio,TX,6646,2005-08-13,6646
2005,"August 13, 2005",Regular season,Los Angeles Sparks,Indiana Fever,Staples Center,Los Angeles,CA,9099,2005-08-13,9099
2005,"August 14, 2005",Regular season,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,Uncasville,CT,7412,2005-08-14,7412
2005,"August 14, 2005",Regular season,Houston Comets,Seattle Storm,Compaq Center,Houston,TX,7992,2005-08-14,7992
2005,"August 14, 2005",Regular season,New York Liberty,Charlotte Sting,Madison Square Garden,New York,NY,9724,2005-08-14,9724
2005,"August 14, 2005",Regular season,Phoenix Mercury,Indiana Fever,US Airways Center,Phoenix,AZ,6279,2005-08-14,6279
2005,"August 16, 2005",Regular season,New York Liberty,Washington Mystics,Madison Square Garden,New York,NY,10559,2005-08-16,10559
2005,"August 16, 2005",Regular season,Minnesota Lynx,Houston Comets,Target Center,Minneapolis,MN,5920,2005-08-16,5920
2005,"August 16, 2005",Regular season,Phoenix Mercury,Detroit Shock,US Airways Center,Phoenix,AZ,6239,2005-08-16,6239
2005,"August 16, 2005",Regular season,Los Angeles Sparks,Sacramento Monarchs,Staples Center,Los Angeles,CA,9205,2005-08-16,9205
2005,"August 18, 2005",Regular season,Connecticut Sun,Charlotte Sting,Mohegan Sun Arena,Uncasville,CT,6003,2005-08-18,6003
2005,"August 18, 2005",Regular season,Indiana Fever,Washington Mystics,Conseco Fieldhouse,Indianapolis,IN,8727,2005-08-18,8727
2005,"August 18, 2005",Regular season,Houston Comets,Phoenix Mercury,Compaq Center,Houston,TX,5665,2005-08-18,5665
2005,"August 18, 2005",Regular season,Sacramento Monarchs,San Antonio Silver Stars,ARCO Arena,Sacramento,CA,6767,2005-08-18,6767
2005,"August 18, 2005",Regular season,Seattle Storm,Minnesota Lynx,KeyArena,Seattle,WA,9245,2005-08-18,9245
2005,"August 19, 2005",Regular season,Phoenix Mercury,San Antonio Silver Stars,US Airways Center,Phoenix,AZ,6994,2005-08-19,6994
2005,"August 19, 2005",Regular season,Los Angeles Sparks,Detroit Shock,Staples Center,Los Angeles,CA,8324,2005-08-19,8324
2005,"August 20, 2005",Regular season,Sacramento Monarchs,Seattle Storm,ARCO Arena,Sacramento,CA,13027,2005-08-20,13027
2005,"August 20, 2005",Regular season,Connecticut Sun,New York Liberty,Mohegan Sun Arena,Uncasville,CT,8304,2005-08-20,8304
2005,"August 20, 2005",Regular season,Indiana Fever,Charlotte Sting,Conseco Fieldhouse,Indianapolis,IN,9823,2005-08-20,9823
2005,"August 21, 2005",Regular season,Detroit Shock,Washington Mystics,Palace of Auburn Hills,Detroit,MI,11735,2005-08-21,11735
2005,"August 21, 2005",Regular season,Phoenix Mercury,Minnesota Lynx,US Airways Center,Phoenix,AZ,6310,2005-08-21,6310
2005,"August 21, 2005",Regular season,Los Angeles Sparks,Houston Comets,Staples Center,Los Angeles,CA,7356,2005-08-21,7356
2005,"August 23, 2005",Regular season,Charlotte Sting,Detroit Shock,Time Warner Cable Arena,Charlotte,NC,4036,2005-08-23,4036
2005,"August 23, 2005",Regular season,Connecticut Sun,Indiana Fever,Mohegan Sun Arena,Uncasville,CT,5596,2005-08-23,5596
2005,"August 23, 2005",Regular season,Washington Mystics,New York Liberty,Verizon Center,Washington,DC,6010,2005-08-23,6010
2005,"August 23, 2005",Regular season,San Antonio Stars,Seattle Storm,AT&T Center,San Antonio,TX,5508,2005-08-23,5508
2005,"August 23, 2005",Regular season,Los Angeles Sparks,Minnesota Lynx,Staples Center,Los Angeles,CA,8454,2005-08-23,8454
2005,"August 23, 2005",Regular season,Sacramento Monarchs,Phoenix Mercury,ARCO Arena,Sacramento,CA,8982,2005-08-23,8982
2005,"August 25, 2005",Regular season,Detroit Shock,Indiana Fever,Palace of Auburn Hills,Detroit,MI,11903,2005-08-25,11903
2005,"August 25, 2005",Regular season,New York Liberty,Charlotte Sting,Madison Square Garden,New York,NY,11509,2005-08-25,11509
2005,"August 25, 2005",Regular season,Phoenix Mercury,Houston Comets,US Airways Center,Phoenix,AZ,8528,2005-08-25,8528
2005,"August 25, 2005",Regular season,Seattle Storm,Sacramento Monarchs,KeyArena,Seattle,WA,9686,2005-08-25,9686
2005,"August 26, 2005",Regular season,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,Uncasville,CT,9341,2005-08-26,9341
2005,"August 26, 2005",Regular season,San Antonio Stars,Los Angeles Sparks,AT&T Center,San Antonio,TX,9622,2005-08-26,9622
2005,"August 27, 2005",Regular season,Charlotte Sting,Connecticut Sun,Time Warner Cable Arena,Charlotte,NC,8501,2005-08-27,8501
2005,"August 27, 2005",Regular season,Washington Mystics,Detroit Shock,Verizon Center,Washington,DC,9011,2005-08-27,9011
2005,"August 27, 2005",Regular season,Seattle Storm,Phoenix Mercury,KeyArena,Seattle,WA,11206,2005-08-27,11206
2005,"August 27, 2005",Regular season,Minnesota Lynx,Sacramento Monarchs,Target Center,Minneapolis,MN,6722,2005-08-27,6722
2005,"August 27, 2005",Regular season,Indiana Fever,New York Liberty,Conseco Fieldhouse,Indianapolis,IN,9823,2005-08-27,9823
2005,"August 27, 2005",Regular season,Houston Comets,Los Angeles Sparks,Compaq Center,Houston,TX,10472,2005-08-27,10472
2006,"May 20, 2006",Regular season,Sacramento Monarchs,Phoenix Mercury,ARCO Arena,Sacramento,CA,17317,2006-05-20,17317
2006,"May 20, 2006",Regular season,Charlotte Sting,Chicago Sky,Time Warner Cable Arena,Charlotte,NC,6010,2006-05-20,6010
2006,"May 20, 2006",Regular season,Connecticut Sun,New York Liberty,Mohegan Sun Arena,Uncasville,CT,8316,2006-05-20,8316
2006,"May 20, 2006",Regular season,Indiana Fever,Detroit Shock,Conseco Fieldhouse,Indianapolis,IN,9312,2006-05-20,9312
2006,"May 21, 2006",Regular season,Houston Comets,San Antonio Silver Stars,Toyota Center,Houston,TX,10952,2006-05-21,10952
2006,"May 21, 2006",Regular season,Seattle Storm,Los Angeles Sparks,KeyArena,Seattle,WA,9686,2006-05-21,9686
2006,"May 23, 2006",Regular season,Charlotte Sting,Los Angeles Sparks,Time Warner Cable Arena,Charlotte,NC,3576,2006-05-23,3576
2006,"May 23, 2006",Regular season,Washington Mystics,New York Liberty,Verizon Center,Washington,DC,6460,2006-05-23,6460
2006,"May 23, 2006",Regular season,Chicago Sky,Sacramento Monarchs,UIC Pavilion,Chicago,IL,5112,2006-05-23,5112
2006,"May 23, 2006",Regular season,San Antonio Stars,Indiana Fever,AT&T Center,San Antonio,TX,6676,2006-05-23,6676
2006,"May 23, 2006",Regular season,Minnesota Lynx,Connecticut Sun,Target Center,Minneapolis,MN,9471,2006-05-23,9471
2006,"May 23, 2006",Regular season,Seattle Storm,Houston Comets,KeyArena,Seattle,WA,7541,2006-05-23,7541
2006,"May 24, 2006",Regular season,Detroit Shock,Minnesota Lynx,Palace of Auburn Hills,Detroit,MI,10814,2006-05-24,10814
2006,"May 25, 2006",Regular season,Charlotte Sting,Washington Mystics,Time Warner Cable Arena,Charlotte,NC,3527,2006-05-25,3527
2006,"May 25, 2006",Regular season,San Antonio Stars,Los Angeles Sparks,AT&T Center,San Antonio,TX,6385,2006-05-25,6385
2006,"May 25, 2006",Regular season,Phoenix Mercury,Seattle Storm,US Airways Center,Phoenix,AZ,10401,2006-05-25,10401
2006,"May 25, 2006",Regular season,Sacramento Monarchs,Houston Comets,ARCO Arena,Sacramento,CA,6231,2006-05-25,6231
2006,"May 26, 2006",Regular season,Chicago Sky,Indiana Fever,UIC Pavilion,Chicago,IL,3151,2006-05-26,3151
2006,"May 27, 2006",Regular season,Connecticut Sun,Detroit Shock,Mohegan Sun Arena,Uncasville,CT,6738,2006-05-27,6738
2006,"May 27, 2006",Regular season,Washington Mystics,Minnesota Lynx,Verizon Center,Washington,DC,6598,2006-05-27,6598
2006,"May 30, 2006",Regular season,Indiana Fever,New York Liberty,Conseco Fieldhouse,Indianapolis,IN,7629,2006-05-30,7629
2006,"May 30, 2006",Regular season,Chicago Sky,Los Angeles Sparks,UIC Pavilion,Chicago,IL,3086,2006-05-30,3086
2006,"May 31, 2006",Regular season,Minnesota Lynx,Los Angeles Sparks,Target Center,Minneapolis,MN,5765,2006-05-31,5765
2006,"May 31, 2006",Regular season,Houston Comets,Indiana Fever,Toyota Center,Houston,TX,4450,2006-05-31,4450
2006,"May 31, 2006",Regular season,Sacramento Monarchs,Seattle Storm,ARCO Arena,Sacramento,CA,6055,2006-05-31,6055
2006,"May 31, 2006",Regular season,Phoenix Mercury,San Antonio Silver Stars,US Airways Center,Phoenix,AZ,5091,2006-05-31,5091
2006,"June 1, 2006",Regular season,Charlotte Sting,Connecticut Sun,Time Warner Cable Arena,Charlotte,NC,3632,2006-06-01,3632
2006,"June 1, 2006",Regular season,Detroit Shock,New York Liberty,Palace of Auburn Hills,Detroit,MI,7132,2006-06-01,7132
2006,"June 2, 2006",Regular season,Minnesota Lynx,Indiana Fever,Target Center,Minneapolis,MN,6362,2006-06-02,6362
2006,"June 2, 2006",Regular season,Houston Comets,Chicago Sky,Toyota Center,Houston,TX,5397,2006-06-02,5397
2006,"June 2, 2006",Regular season,Seattle Storm,Phoenix Mercury,KeyArena,Seattle,WA,7753,2006-06-02,7753
2006,"June 2, 2006",Regular season,Sacramento Monarchs,San Antonio Silver Stars,ARCO Arena,Sacramento,CA,7123,2006-06-02,7123
2006,"June 3, 2006",Regular season,New York Liberty,Los Angeles Sparks,Madison Square Garden,New York,NY,14070,2006-06-03,14070
2006,"June 3, 2006",Regular season,Connecticut Sun,Charlotte Sting,Mohegan Sun Arena,Uncasville,CT,7318,2006-06-03,7318
2006,"June 3, 2006",Regular season,Washington Mystics,Detroit Shock,Verizon Center,Washington,DC,5897,2006-06-03,5897
2006,"June 4, 2006",Regular season,Houston Comets,Minnesota Lynx,Toyota Center,Houston,TX,7526,2006-06-04,7526
2006,"June 4, 2006",Regular season,Chicago Sky,Detroit Shock,UIC Pavilion,Chicago,IL,3135,2006-06-04,3135
2006,"June 4, 2006",Regular season,Seattle Storm,San Antonio Silver Stars,KeyArena,Seattle,WA,7746,2006-06-04,7746
2006,"June 6, 2006",Regular season,Washington Mystics,Houston Comets,Verizon Center,Washington,DC,5892,2006-06-06,5892
2006,"June 6, 2006",Regular season,Phoenix Mercury,Sacramento Monarchs,US Airways Center,Phoenix,AZ,7121,2006-06-06,7121
2006,"June 7, 2006",Regular season,New York Liberty,Connecticut Sun,Madison Square Garden,New York,NY,10180,2006-06-07,10180
2006,"June 7, 2006",Regular season,Indiana Fever,Washington Mystics,Conseco Fieldhouse,Indianapolis,IN,6562,2006-06-07,6562
2006,"June 7, 2006",Regular season,Seattle Storm,Chicago Sky,KeyArena,Seattle,WA,5741,2006-06-07,5741
2006,"June 7, 2006",Regular season,Los Angeles Sparks,Detroit Shock,Staples Center,Los Angeles,CA,7796,2006-06-07,7796
2006,"June 9, 2006",Regular season,Connecticut Sun,Seattle Storm,Mohegan Sun Arena,Uncasville,CT,8138,2006-06-09,8138
2006,"June 9, 2006",Regular season,Charlotte Sting,Indiana Fever,Time Warner Cable Arena,Charlotte,NC,5014,2006-06-09,5014
2006,"June 9, 2006",Regular season,San Antonio Stars,Minnesota Lynx,AT&T Center,San Antonio,TX,5998,2006-06-09,5998
2006,"June 9, 2006",Regular season,Houston Comets,New York Liberty,Toyota Center,Houston,TX,7495,2006-06-09,7495
2006,"June 9, 2006",Regular season,Phoenix Mercury,Detroit Shock,US Airways Center,Phoenix,AZ,6157,2006-06-09,6157
2006,"June 9, 2006",Regular season,Los Angeles Sparks,Chicago Sky,Staples Center,Los Angeles,CA,7282,2006-06-09,7282
2006,"June 10, 2006",Regular season,San Antonio Stars,New York Liberty,AT&T Center,San Antonio,TX,8103,2006-06-10,8103
2006,"June 10, 2006",Regular season,Sacramento Monarchs,Chicago Sky,ARCO Arena,Sacramento,CA,10416,2006-06-10,10416
2006,"June 11, 2006",Regular season,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,Uncasville,CT,6339,2006-06-11,6339
2006,"June 11, 2006",Regular season,Indiana Fever,Seattle Storm,Conseco Fieldhouse,Indianapolis,IN,7654,2006-06-11,7654
2006,"June 11, 2006",Regular season,Minnesota Lynx,Houston Comets,Target Center,Minneapolis,MN,5525,2006-06-11,5525
2006,"June 13, 2006",Regular season,Washington Mystics,Charlotte Sting,Verizon Center,Washington,DC,8004,2006-06-13,8004
2006,"June 13, 2006",Regular season,New York Liberty,Indiana Fever,Madison Square Garden,New York,NY,7797,2006-06-13,7797
2006,"June 13, 2006",Regular season,Los Angeles Sparks,Phoenix Mercury,Staples Center,Los Angeles,CA,6770,2006-06-13,6770
2006,"June 14, 2006",Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,5273,2006-06-14,5273
2006,"June 14, 2006",Regular season,Houston Comets,Sacramento Monarchs,Toyota Center,Houston,TX,5627,2006-06-14,5627
2006,"June 15, 2006",Regular season,Charlotte Sting,Washington Mystics,Time Warner Cable Arena,Charlotte,NC,4523,2006-06-15,4523
2006,"June 15, 2006",Regular season,Chicago Sky,Seattle Storm,UIC Pavilion,Chicago,IL,2956,2006-06-15,2956
2006,"June 16, 2006",Regular season,New York Liberty,Houston Comets,Madison Square Garden,New York,NY,8904,2006-06-16,8904
2006,"June 16, 2006",Regular season,Detroit Shock,Indiana Fever,Palace of Auburn Hills,Detroit,MI,10135,2006-06-16,10135
2006,"June 16, 2006",Regular season,San Antonio Stars,Minnesota Lynx,AT&T Center,San Antonio,TX,6164,2006-06-16,6164
2006,"June 16, 2006",Regular season,Phoenix Mercury,Connecticut Sun,US Airways Center,Phoenix,AZ,6378,2006-06-16,6378
2006,"June 17, 2006",Regular season,Sacramento Monarchs,Seattle Storm,ARCO Arena,Sacramento,CA,7331,2006-06-17,7331
2006,"June 17, 2006",Regular season,Washington Mystics,New York Liberty,Verizon Center,Washington,DC,7803,2006-06-17,7803
2006,"June 17, 2006",Regular season,Detroit Shock,Houston Comets,Palace of Auburn Hills,Detroit,MI,7430,2006-06-17,7430
2006,"June 17, 2006",Regular season,Chicago Sky,San Antonio Silver Stars,UIC Pavilion,Chicago,IL,2806,2006-06-17,2806
2006,"June 17, 2006",Regular season,Los Angeles Sparks,Connecticut Sun,Staples Center,Los Angeles,CA,7991,2006-06-17,7991
2006,"June 18, 2006",Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,5596,2006-06-18,5596
2006,"June 18, 2006",Regular season,Indiana Fever,Charlotte Sting,Conseco Fieldhouse,Indianapolis,IN,6802,2006-06-18,6802
2006,"June 18, 2006",Regular season,Los Angeles Sparks,Sacramento Monarchs,Staples Center,Los Angeles,CA,7282,2006-06-18,7282
2006,"June 20, 2006",Regular season,Charlotte Sting,Connecticut Sun,Time Warner Cable Arena,Charlotte,NC,4243,2006-06-20,4243
2006,"June 21, 2006",Regular season,Indiana Fever,Chicago Sky,Conseco Fieldhouse,Indianapolis,IN,6310,2006-06-21,6310
2006,"June 21, 2006",Regular season,New York Liberty,Washington Mystics,Madison Square Garden,New York,NY,8094,2006-06-21,8094
2006,"June 21, 2006",Regular season,Seattle Storm,Phoenix Mercury,KeyArena,Seattle,WA,7536,2006-06-21,7536
2006,"June 21, 2006",Regular season,Sacramento Monarchs,San Antonio Silver Stars,ARCO Arena,Sacramento,CA,6902,2006-06-21,6902
2006,"June 21, 2006",Regular season,Los Angeles Sparks,Houston Comets,Staples Center,Los Angeles,CA,7854,2006-06-21,7854
2006,"June 22, 2006",Regular season,Charlotte Sting,Detroit Shock,Time Warner Cable Arena,Charlotte,NC,6710,2006-06-22,6710
